id,text,type
OmrRiksInt,Areas of national interest according to chapter 3 Swedish Environmental Code. Every fifth year 2014,t
OmrRiksInt4,Areas of national interest according to chapter 4 Swedish Environmental Code. Every fifth year 2014,t
VaglangdHallare,Road length in km by region and road owner. Year 2010,t
VaglangdKategori,Road length in km after region and road category. Year 2010,t
GYMaTackeAllmTo37,Public green space (localites with more than 30 000 inhabitants) by land cover and locality. Year 2010 - 2015,t
GYMaTackeAllmTo,Public green space by land cover and locality. Year 2015,t
GYMaTackeAllmToReg,Public green space in localities by region and land cover. Year 2015,t
GYMaTackeTo37,Green space (localites with more than 30 000 inhabitants) by land cover and locality. Year 2010 - 2015,t
GYMaTackeTo,Green space by land cover and locality. Year 2015,t
GYMaTackeToReg,Green space in localities by region and land cover. Year 2015,t
GYMarkAnvTo37,Green space (localites with more than 30 000 inhabitants) by land use and locality. Year 2010 - 2015,t
GYMarkAnvTo,Green space by land use and locality. Year 2015,t
GYMarkAnvToReg,Green space within localites by region and land use. Year 2015,t
GYAgarKatTo37,Green space (localites with more than 30 000 inhabitants) by type of ownership and locality. Year 2010 - 2015,t
GYAgarKatTo,Green space by type of ownership and locality. Year 2015,t
GYAgarKatToReg,Green space in localities by region and type of ownership. Year 2015,t
GYMarkTypTo37,Type of land (localites with more than 30 000 inhabitants) by locality. Year 2010 - 2015,t
GYMarkTypTo,Type of land by locality. Year 2015,t
GYMarkTypToReg,Type of land within locality by region. Year 2015,t
GYHgMarkTo37,Impervious land (localites with more than 30 000 inhabitants) by locality. Year 2010 - 2015,t
GYHgMarkTo,Impervious land by locality. Year 2015,t
GYHgMarkToReg,Impervious land within localities by region. Year 2015,t
GrOmrBefTo37,Urban population (localites with more than 30 000 inhabitants) proximity to public green areas by locality. Years 2010 - 2015,t
GrOmrBefTo,Urban population proximity to public green areas by locality. Years 2015,t
GrOmrBefToReg,Urban population proximity to public green areas by region. Years 2015,t
GrOmrAntTo37,Green areas within localities (localities with more than 30 000 inhabitants) by locality. Year 2010 - 2015,t
GrOmrAntTo,Green areas within localities by locality. Year 2015,t
GrOmrAntToReg,Green areas within localities by region. Year 2015,t
TatortVatten300M,Urban population with more than 30 000 inhabitants with water within 300 meters from dwelling by locality. Year 2010,t
FritidshusomrOmr,"Buildings, land area and proportion of locality (urban area) in concentrations of holiday homes by concentration of holiday home. Every fifth year 2015 - 2020",t
FritidshusomrOmrLand,"Buildings and land area in concentrations of holiday homes, by concentration of holiday home. Every fifth year 2000 - 2010",t
FritidshusomrOmrReg,"Number of concentrations of holiday homes and land area, by region. Every fifth year 2000 - 2010",t
MI0811Tab01,"Population, land area and share of holiday home area,  by region and type of area. Every fifth year 2000 - 2020",t
TatortGrad,Number of localities (urban areas) and population density by region. Every fifth year 2005 - 2020,t
MI0811Tab02,"Number of localities, smaller localities and holiday home areas, by region. Every fifth year 2000 - 2020",t
HistBefTatort,Population in Sweden by urban and rural areas.  Every fifth year 1800 - 2020,t
MI0810Tatort03,Population in localities by size class. Year 2010 - 2020,t
BefLandInvKvmTO,"Population and land area within and outside of localities, by region. Every fifth year 2005 - 2020",t
LandarealTatortN,"Population and land area within localities, by locality. Every fifth year 1960 - 2020",t
MI0810Tatort01N,"Population in localities by sex, age and region. Every fifth year 2015 - 2020",t
TatortAlderNN,"Population in localities by sex, age and locality. Every fifth year 2005 - 2020",t
MI0810Tatort02N,"Population in localities by sex, age and size class. Every fifth year 2015 - 2020",t
FortatUtglesTatort,"Densification and depopulation of localities, population in localities by reference year and size class. Year 2015 - 2023",t
FortatUtglesRegion,"Densification and depopulation of localities, population in localities by reference year and locality. Year 2015 - 2023",t
BefTatortBostTyp,"Population in localities, by type of dwelling, by locality. Year 2000 - 2020",t
BefTatortTypBostReg,"Population in localities, by type of dwelling, by region. Year 2000 - 2020",t
BostLokiTatortReg,"Residential and non-residential floor space within localities, by region. Year 2000 - 2020",t
BostLokAreaTatort,"Residential and non-residential floor space within localities, by locality. Year 2000 - 2020",t
BostAlderTatortReg,"Age of residential buildings within localities, by region. Year 2010 - 2020",t
BostAlderTatort,"Age of residential buildings within localities, by locality. Year 2010 - 2020",t
BostbyggiTatortReg,"Residential buildings within localities, by region. Year 2010 - 2020",t
BostbyggiTatort,"Residential buildings within localities, by locality. Year 2010 - 2020",t
ByggIochUtanfTatort,"Buildings within and outside of localities, number and ground space area, by region. Year 2010 - 2020",t
ByggTatortYtaTatort,"Buildings within localities, number and ground space area, by locality. Year 2010 - 2020",t
BostAlderTatortN,"Age of residential buildings within localities, by locality.  Year 2010 - 2020",t
BostAlderTatortRegN,"Age of residential buildings within localities, by region.  Year 2010 - 2020",t
DagbefArbStTatortN,"Gainfully employed and population within localities, by locality. Every fith years 2015 - 2020",t
DagbefTatortN,Gainfully employed by sex and locality. Every fith years 2015 - 2020,t
ForvarvsarbArbstalle,"Gainfully employed and population within and outside of localities, by region. Year 2015 - 2020",t
ForvarvsarbBransch,"Gainfully employed by industry within localities with more than 10,000 inhabitants, by locality. Year 2015 - 2020",t
ForvarvsarbTatort,"Gainfully employed within localities, by size class of localities. Year 2015 - 2020",t
MI0811BefSmaort01,"Population in small localities by sex, age and region. Every fifth year 2015 - 2020",t
OarBebodda03,Population and buildings on islands without mainland connection by bridge. Year 2010 - 2020,t
StrandKmTyp,Shoreline in km by region and type of shore. Year 2019,t
OarStorleksklassN,Islands by region and size. Year 2013,t
OarEjBro01,"Population and buildings on islands without mainland connection by bridge, by island. Year 2010 - 2020",t
MI0812T01,Shoreline buildings by region and  type of building. Year 2018 - 2021,t
MI0812T02,"New shoreline buildings by region, type and year of construction. Year 2018 - 2021",t
MI0812T03,"Shoreline affected by buildings, in km, by region. Year 2018 - 2021",t
MI0812T03B,"Shoreline affected by new buildings, in km, by region. Year 2018 - 2021",t
OarBebodda,Populated islands by region. Year 2000 - 2013,t
BebyggelseOar,Buildings on islands by region. Year 2013,t
OarBefolkning,Population on islands by region (not updated). Year 2013,t
BefStrandnara,Shoreline population by region and type of shoreline. Year 2013,t
OarStorleksklass,Number of islands in Sweden by region and size class. Year 2013,t
OarArealOmk,"Islands in Sweden. Number, area and perimeter by region. Year 2013",t
Verksamhetsomraden,"Employees and workplaces in activities zones, by region and Industrial classification NACE Rev. 2. Every fifth year 2015 - 2020",t
VerkOmrAreal,"Number of activities zones and land area, by region. Every fifth year 2015 - 2020",t
MI0804T02N,"Employees and workplaces in retail trade areas, by locality. Every fifth year 2015 - 2020",t
VattenUttag,Total water withdrawal by type of water and region. Every fifth year 1970 - 2020,t
VattenUttagKom,"Public water abstraction, by type of water and region. Every fifth year 1965 - 2020",t
VattenUttagJord,"Agricultural water abstraction, by type of water and region. Every fifth year 1995 - 2020",t
UttagVatten,"Industry water abstraction, by type of water and region. Year 2005 - 2020",t
UttagVattenAvd,Water abstraction in industry by NACE section and type of water. Year 2005 - 2020,t
UttagVattenSNI2007,Water abstraction in industry by NACE division and type of water. Year 2005 - 2020,t
VattenAnvGrupp,Total water use by user category and region. Every fifth year 1990 - 2020,t
VattenAnvHus,"Households water use, by type of water supply and region. Every fifth year 1995 - 2020",t
VattenAnvJord,"Agricultural water use, by type of water use and region. Every fifth year 1995 - 2020",t
VattenAnvKOM,"Use of public water, by region. Every fifth year 2000 - 2020",t
VattenAnv,Water use in industry by region and type of water. Year 2005 - 2020,t
VattenAnvSNI2007,Water use in industry by NACE division and type of use. Year 2015 - 2020,t
UtslappVatten,Water discharge in industry by region and type of recipient. Year 2005 - 2020,t
MI0902T01,Population by region and type of wastewater disposal methods. Year 2000 - 2021,t
MI0902T02,"Number of one- or two-dwelling units by region, type of dwelling and wastewater disposal methods. Year 2000 - 2021",t
MI0902T03,Population by region and source of water. Year 2000 - 2021,t
MI0902T04,"Number of one- or two-dwelling units by region, type of dwelling and source of water. Year 2000 - 2021",t
MI0902T05,Population connected to public network. Year 1960 - 2021,t
VattenanvandK,Water use by municipality and user category 1995,t
VattenutslappInd,Industrial water use by region and type of discharge (by industrial classification SNI92 and SNI 2002). Not updated. Year 2000 - 2005,t
MiljoEnergiSNIbrslag,Combustion of fuels by industry SNI 2007 (NACE) and type of fuel. Year 2008 - 2022,t
MiljoUtslappAmneSNIb,Air emissions by industry SNI 2007 (NACE) and subject. Year 2008 - 2022,t
MiljoUtslappAmneSNI,Air emissions by industry SNI92 (NACE) and subject. Year 1993 - 2008,t
MiljoUtslappAmneSNIK,Air emissions by industry SNI 2007 (NACE) and subject. Quarter 2008K1 - 2023K4,t
UtslappKommun,"Air emissions by region (municipality, LAU2) and subject. Year 2008 - 2021",t
UtslappNUTS2,"Air emissions by region (NUTS 2), NACE Rev. 2 and subject. Year 2008 - 2021",t
UtslappTrspNUTS2,"Air emissions from transport by region (NUTS 2), NACE Rev. 2 and subject. Year 1990 - 2021",t
UtslappLan,"Air emissions by region (county, NUTS3), NACE Rev. 2 and subject. Year 2008 - 2021",t
MI1301MFTA01N,Material flows by material categories. Year 1998 - 2022,t
MI1301T01,Environmental sector - net turnover by industrial classification. Year 2003 - 2021,t
MI1301T02NN,"Environmental sector - value added, production value and gainfully employed by industrial classification, detailed. Year 2003 - 2021",t
MI1301T03N,"Environmental sector - value added, production value, export and gainfully employed by industrial classification. Year 2003 - 2021",t
MI1301T05N,"Environmental sector - value added, production value and gainfully employed by environmental area. Year 2003 - 2021",t
MI1301T04N,"Environmental sector - value added, production value and gainfully employed by counties. Year 2003 - 2021",t
MiljoSkattSNI,Environmental taxes by industry SNI 92 (NACE). Year 1993 - 2008,t
MiljoSkattSNI07Niv,Environmental taxes by industry SNI 2007. Year 2008 - 2021,t
MI1301MPCOICOPN,Environmental pressure from household consumption expenditure by purpose COICOP and substance. Year 2008 - 2021,t
MI1301MPSPINN,"Environmental pressure from consumption by product group SPIN 2007, use and substance. Year 2008 - 2021",t
AnvKemProdSNI,Use of chemical products by industry SNI 2007 (NACE). Year 2008 - 2020,t
MiljoKostInvSNI2007,Investments in environmental protection by NACE 2007 and environmental area. Year 2001 - 2022,t
MiljoKostSlagOm2007,Environmental protection expenditure by type of expenditure and environmental area. Year 2001 - 2022,t
MiljoKostSlagSNI2007,Environmental protection expenditure by NACE 2007 and type of expenditure. Year 2001 - 2022,t
MiljoKostLopSNI2007,Current environmental protection expenditure by NACE 2007 and environmental area. Year 2001 - 2022,t
ExplVatmark,"Exploitation of wetlands by region and type of exploitation, in hectares. Year 2020 - 2022",t
ExplVatmarkKm,"Exploitation of wetlands by region and type of exploitation, in kilometers. Year 2020 - 2022",t
ExplTorvmark,"Exploitation of peatlands by region and type of exploitation, in hectares. Year 2020 - 2022",t
ExplTorvmarkKm,"Exploitation of peatlands by region and type of exploitation, in kilometers. Year 2020 - 2022",t
BNPprodENS95KorrKv,"GDP: production approach (ESA95), working-day and seasonally adjusted by industrial classification SNI 2002. Quarter 1993K1 - 2011K2",t
BNPprodENS95kv,GDP: production approach (ESA95) by industrial classification SNI 2002. Quarter 1993K1 - 2011K2,t
ArbTimENS95KorrKv,"Hours worked (ESA95), working-day and seasonally adjusted by industrial classification SNI 2002. Quarter 1993K1 - 2011K2",t
SysENS95Kv,Labour input (ESA95) by industrial classification SNI 2002. Quarter 1993K1 - 2011K2,t
ArbKostnENS95Kv,Labour costs (ESA95) by industrial classification SNI 2002. Quarter 1993K1 - 2011K1,t
BInvBrENS95Kv,Gross fixed capital formation (ESA95) by industrial classification SNI 2002. Quarter 1993K1 - 2011K2,t
ForsorjbalENS95Ar,"GDP: expenditure approach (ESA95) by type of use, older series.  Year 1993 - 2006",t
BNPprodENS95Ar,"GDP: production approach (ESA95) by industrial classification SNI 2002, older series.  Year 1993 - 2006",t
BNPproducentLPAr,"GDP and value added (ESA95) by producer and transaction item, current prices, older series.  Year 1993 - 2006",t
BNPproducentFPAr,"GDP and value added (ESA95) by producer and transaction item,older series.  Year 1993 - 2006",t
BNPprodSNILPAr,"Value added, detail components (ESA95) by industrial classification SNI 2002 and transaction item, current prises, older series.  Year 1993 - 2006",t
BNPprodSNIAr,"Output, intermediate consumption and value added (ESA95) by industrial classification SNI 2002 and transaction item,older series, older series.  Year 1993 - 2006",t
SysENS95Ar,"Labour input (ESA95) by industrial classification SNI 2002, older series.  Year 1993 - 2006",t
HusKonsAndENS95Ar,"Household consumption expenditure (ESA95) by purpose COICOP ,older series.  Year 1993 - 2006",t
HusKonsVarENS95Ar,"Household consumption expenditure (ESA95) by durability, older series.  Year 1993 - 2006",t
OFMKonsUtgiftAr,Government final consumption expenditure (ESA95) by function COFOG.   Year 1993 - 2006,t
BInvBrENS95Ar,"Gross fixed capital formation (ESA95) by industrial classification SNI 2002,older series.  Year 1993 - 2006",t
BInvTypENS95Ar,"Gross fixed capital formation (ESA95) by type of asset ,older series. Year 1993 - 2008",t
NR0102T02A,GDP: production approach (ESA95) by industrial classification SNI 2002. Year 1993 - 2008,t
NR0102T04A,"Value added, detail components (ESA95) by industrial classification SNI 2002 and transaction item, current prises. Year 1993 - 2008",t
NR0102T04B,"Output, intermediate consumption and value added (ESA95) by industrial classification SNI 2002 and transaction item. Year 1993 - 2008",t
NR0102T05A,Labour input (ESA95) by industrial classification SNI 2002. Year 1993 - 2008,t
NR0102T09A,Gross fixed capital formation (ESA95) by industrial classification SNI 2002. Year 1993 - 2008,t
ForsorjbalENS95Kv,GDP: expenditure approach (ESA95) by type of use. Quarter 1993K1 - 2014K2,t
HusKonsAndENS95Kv,Household consumption expenditure (ESA95) by purpose COICOP. Quarter 1993K1 - 2014K2,t
HusKonsVarENS95Kv,Household consumption expenditure (ESA95) by durability. Quarter 1993K1 - 2014K2,t
BInvTypENS95Kv,Gross fixed capital formation (ESA95) by type of asset. Quarter 1993K1 - 2014K2,t
NR0103SNIT14Kv,Hours worked (ESA95) by industrial classifcation SNI 2007. Quarter 1993K1 - 2014K2,t
NR0103SNIT11Kv,GDP production approach (ESA95) by industrial classfication SNI 2007. Quarter 1993K1 - 2014K2,t
NR0103SNIT15Kv,Gross fixed capital formation (ESA95) by industrial classification SNI 2007. Quarter 1993K1 - 2014K2,t
NR0103SNIT12Kv,"Labour costs (ESA95), current prices, SEK million by industrial classifcation SNI 2007. Quarter 1993K1 - 2014K2",t
ForsorjbalENS95SKv,"GDP: expenditure approach (ESA95) by type of use, seasonally adjusted constant prices. Quarter 1993K1 - 2014K2",t
ForsorjbalENS95SLKv,"GDP: expenditure approach (ESA95) by type of use, seasonally adjusted current prices. Quarter 1993K1 - 2014K2",t
NR0103SNIT17Kv,"Hours worked (ESA95), working-day and seasonally adjusted by industrial classification SNI 2007. Quarter 1993K1 - 2014K2",t
NR0103SNIT16Kv,"GDP: production approach (ESA95), working day and seasonally adjusted by industrial classification SNI 2007. Quarter 1993K1 - 2014K2",t
NR0103ArbProdT18Kv,"Labour productivity by industrial classification SNI 2007, seasonally adjusted. Quarter 1993K1 - 2014K2",t
HusDispInkKv,Disposable income of households (ENS95) by transaction item. Quarter 1993K1 - 2014K1,t
SektorNRKv,"Incomes, outlays and capital accounts (ESA95), current prices, by institutional sector and transaction item. Quarter					 1993K1 - 2014K1",t
SektorNRutlandKv,"Incomes, outlays and capital accounts (ESA95), current prices, Rest of the World, by transaction item. Quarter					 1993K1 - 2014K1",t
SnabbStatNR0103,"National Accounts (GDP), change in volume, Quarter 1993K1 - 2014K2",t
NR0102T01A,GDP: expenditure approach (ESA95) by type of use. Year 1950 - 2013,t
NR0102T03A,GDP and value added (ESA95) by producer and transaction item. Year 1993 - 2011,t
NR0102T06A,Household consumption expenditure (ESA95) by purpose COICOP. Year 1980 - 2013,t
NR0102T07A,Household consumption expenditure (ESA95) by durability. Year 1993 - 2013,t
NR0102T08A,Government final consumption expenditure (ESA95) by function COFOG. Year 1993 - 2011,t
NR0102T10A,Gross fixed capital formation (ESA95) by type of asset.  Year 1993 - 2013,t
NR0103SNIT11A,"GDP: production approach (ESA95), by industrial classification SNI 2007 1993 - 2013",t
NR0103SNIT14A,Hours worked (ESA95) by industrial classification SNI 2007. Year 1993 - 2013,t
NR0103SNIT15A,Gross fixed capital formation (ESA95) by industrial classification SNI 2007. Year 1993 - 2013,t
NR0103SNIT12A,"Value added, detail components (ESA95)  by industrial classification SNI 2007 and transaction item, current prices. Year 1993 - 2011",t
NR0103SNIT13A,"Output, intermediate consumption and value added (ESA95) by industrial classification SNI 2007 and transaction item. Year 1993 - 2011",t
HushSparkvot,Household saving ratio (ESA95). 4 quarter aggregated. Year 1993 - 2013,t
SektorNRkontoTotAr,"Incomes, outlays and capital accounts (ESA95), account form, total economy, by  transaction item, current prices. Year					
 1980 - 2013",t
SektorNRkontoAr,"Incomes, outlays and capital accounts (ESA95), account form, by institutional sector and transaction item, current prices. Year					 1980 - 2013",t
SektorNRAr,"Incomes, outlays and capital accounts (ESA95), current prices, by institutional sector and transaction item. Year 1980 - 2013",t
SektorNRutlandAr,"Incomes, outlays and capital accounts (ESA95), current prices, Rest of the World, by transaction item. Year	 1980 - 2013",t
BudgetStatForvM,Fiscal data for central government . Month 2014M01 - 2024M03,t
BudgetStatForvAr,Fiscal data for central government. Year 2014 - 2023,t
UtfallKomForvKv,Quarterly outcome for local government. Quarter 2014K1 - 2023K4,t
UtfallKomForvAr,Quarterly outcome for local government. Year 2014 - 2023,t
BudgetSocTryggM,Fiscal data for social security funds. Month 2014M01 - 2024M03,t
BudgetSocTryggAr,Fiscal data for social security funds. Year 2014 - 2023,t
OffForvAgarBolagAr,Participation of government in the capital of corporations. Year 2010 - 2022,t
OffBolagsSkulderAr,Liabilities of public corporations (exceed 0.01 percent of GDP). Year 2013 - 2022,t
OffForvUtgGarAr,"Government guarantees, in percent of GDP. Year 2010 - 2022",t
NodLanOffForvAr,"Non-performing loans of General Government, in percent of GDP. Year 2010 - 2022",t
TotUtSkuldSamvAr,"Total outstanding liabilities related to PPPs recorded off-balance sheet of government, in percent of GDP. Year 2010 - 2022",t
MFPtillvx1N,"Multifactor productivity, MFP (ESA2010). Yearly growth in percent units by industrial classification SNI 2007 and base variables.  Year 1993 - 2020",t
MFPvikt1N,"Multifactor productivity, MFP (ESA2010). Weights for production factors by industrial classification SNI 2007.  Year 1993 - 2020",t
MFPdelkomp1N,"Multifactor productivity, MFP (ESA2010). Subcomponents contribution to the yearly growth in Gross production/Value added by industrial classification SNI 2007.  Year 1993 - 2020",t
MFPtillvx,"Multifactor productivity, MFP (ESA95). Yearly growth in percent units by industrial classification SNI 2007 and base variables. Year 1993 - 2013",t
MFPvikt,"Multifactor productivity, MFP (ESA95). Weights for production factors by industrial classification SNI 2007. Year 1993 - 2013",t
MFPdelkomp,"Multifactor productivity, MFP (ESA95). Subcomponents contribution to the yearly growth in Gross production/Value added by industrial classification SNI 2007. Year 1993 - 2013",t
NR9999ENS2010BNPIndN,"National accounts, GDP indicator (ESA2010), 2011=100 Month 2000M01 - 2024M03",t
NR0105ENS2010T01A,"Gross Regional Domestic Product (GRDP), number of employed and wages and salaries (ESA2010) by region (NUTS1-3). Year 2000 - 2022",t
NR0105ENS2010T03A,"Gross Regional Domestic Product (GRDP), number of employed and wages and salaries (ESA2010) by region (NUTS1-3) and activity SNI2007. Year 2000 - 2022",t
NR0105ENS2010T04A,"Gross Regional Domestic Product (GRDP), number of employed and wages and salaries (ESA2010) by region (NUTS2) and activity SNI2007. Year 2000 - 2022",t
NR0105ENS2010T06A,"Gross Regional Domestic Product (GRDP), (ESA2010) by region (LAU2). Year 2012 - 2021",t
NR0105ENS2010T05A,Gross fixed capital formation (ESA2010) by region (NUTS2) and activity SNI2007. Year 2000 - 2021,t
NR0105ENS2010T02A,Disposable income of households (ESA2010) by region (NUTS1-3) and transaction item. Year 2000 - 2022,t
NR0105ENS2010T02B,Disposable income of households (ESA2010) by region (LAU2) and transaction item. Year 2000 - 2022,t
DispInkRegTransAr,Disposable income of households (ENS95) by region (NUTS1-3) and transaction item. Year 1995 - 2011,t
BRPSysLonSNI1Ar,"Regional Gross Domestic Product (GDPR), number of employed  and  compensation of employees (ENS95) by region (NUTS1-3) and activity SNI2007. Year 2000 - 2011",t
BRPSysLonSNI2Ar,"Regional Gross Domestic Product (GDPR), number of employed  and  compensation of employees (ENS95) by region (NUTS2) and activity SNI2007. Year 2000 - 2011",t
BruttoinvRegSNIAr,Gross fixed capital formation (ESA95) by region (NUTS2) and activity SNI2007. Year 2000 - 2011,t
BRPSysLonAr,"Regional Gross Domestic Product (GDPR), number of employed  and  compensation of employees (ENS95) by region (NUTS1-3). Year 1993 - 2011",t
BRPSysLonSNI1ArOLD,"Regional Gross Domestic Product (GDPR), number of employed  and  compensation of employees (ENS95) by region (NUTS1-3) and activity SNI2002. Year 1993 - 2008",t
BRPSysLonSNI2ArOLD,"Regional Gross Domestic Product (GDPR), number of employed  and  compensation of employees (ENS95) by region (NUTS2) and activity SNI2002. Year 1993 - 2008",t
BruttoinvRegSNIArOLD,Gross fixed capital formation (ESA95) by region (NUTS2) and activity SNI2002. Year 1995 - 2008,t
NR0103ENS2010T01Kv,GDP: expenditure approach (ESA2010) by type of use. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T02Kv,Household consumption expenditure (ESA2010) by purpose COICOP (1999). Quarter 1980K1 - 2023K4,t
NR0103ENS2010T03Kv,Household consumption expenditure (ESA2010) by durability. Quarter 1993K1 - 2023K4,t
NR0103ENS2010T04Kv,Gross fixed capital formation (ESA2010) by type of asset. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T06Kv,GDP production approach (ESA2010) by industrial classfication SNI 2007. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T07Kv,Gross fixed capital formation (ESA2010) by industrial classification SNI 2007. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T05KvN,Labour input (ESA2010) by industrial classifcation SNI 2007.  Quarter 1980K1 - 2023K4,t
NR0103ENS2010T08KvRK,"Labour costs (ESA2010), current prices, SEK million by industrial classifcation SNI 2007.  Quarter 1993K1 - 2023K4",t
NR0103ENS2010T02KvN,Household consumption expenditure (ESA2010) by purpose COICOP. Quarter 2023K4,t
NR0103ENS2010T10SKv,"GDP: expenditure approach (ESA2010) by type of use, seasonally adjusted. Quarter 1980K1 - 2023K4",t
NR0103ENS2010T12Kv,"GDP: production approach (ESA2010), working day and seasonally adjusted by industrial classification SNI 2007. Quarter 1980K1 - 2023K4",t
NR0103ENS2010T11Kv,"Hours worked (ESA2010), working-day and seasonally adjusted by industrial classification SNI 2007. Quarter 1981K1 - 2023K4",t
NR0103ENS2010T13Kv,"Labour productivity by industrial classification (ESA2010) SNI 2007, seasonally adjusted. Quarter 1993K1 - 2023K4",t
NR0103ENS2010T14Kv,"Household consumption expenditure (ESA2010), seasonally adjusted constant prices by purpose COICOP (1999). Quarter 1980K1 - 2023K4",t
NR0103ENS2010T15Kv,"Household consumption expenditure (ESA2010) by purpose COICOP (1999), seasonally adjusted current prices. Quarter 1980K1 - 2023K4",t
NR0103ENS2010T16Kv,Household consumption expenditure (ESA2010) by durability seasonally adjusted current prices. Quarter 1993K1 - 2023K4,t
NR0103ENS2010T17Kv,Fixed capital formation (ESA2010) seasonally adjusted constant prices by type of asset. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T18Kv,Fixed capital formation (ESA2010) by type of asset seasonally adjusted current prices. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T19Kv,Fixed capital formation (ESA2010) seasonally adjusted constant prices by industrial classification. Quarter 1980K1 - 2023K4,t
NR0103ENS2010T20Kv,Household consumption expenditure (ESA2010) by durability seasonally adjusted constant prices. Quarter 1993K1 - 2023K4,t
NR0103ENS2010T22KvN,"Numbers of employed (ESA2010), working-day and seasonally adjusted by industrial classification SNI 2007.  Quarter 1981K1 - 2023K4",t
NR0103ENS2010T14KvN,"Household consumption expenditure (ESA2010), seasonally adjusted constant prices by purpose COICOP. Quarter 2023K4",t
HusDispInkENS2010Kv,Disposable income of households (ESA2010) by transaction item. Quarter 1980K1 - 2023K4,t
SektorENS2010Kv,"Institutional non-financial sector accounts (ESA2010), current prices, SEK million. Quarter 1980K1 - 2023K4",t
SektorENS2010KvSA,"Institutional non-financial sector accounts (ESA2010), seasonally adjusted current prices, SEK million. Quarter 1993K1 - 2023K4",t
SektorENS2010KvKeyIn,"Key indicators for income growth, savings ratio, debt ratio, interest ratio by sector and indicator. Quarter 1980K1 - 2023K4",t
NR0103ENS2010T01NA,GDP: expenditure approach (ESA2010) by type of use.  Year 1980 - 2021,t
NR0103ENS2010T02NA,GDP and value added (ESA2010) by producer and transaction item.  Year 1993 - 2021,t
NR0103ENS2010T03NA,Household consumption expenditure (ESA2010) by purpose COICOP (1999).  Year 1980 - 2021,t
NR0103ENS2010T04NA,Household consumption expenditure (ESA2010) by durability.  Year 1993 - 2021,t
NR0103ENS2010T05NA,Government final consumption expenditure (ESA2010) by function COFOG.  Year 1993 - 2021,t
NR0103ENS2010T06NA,"GDP: production approach (ESA2010), by industrial classification SNI 2007.  Year 1980 - 2021",t
NR0103ENS2010T08NA,"Value added, detail components (ESA2010)  by industrial classification SNI 2007 and transaction item, current prices.  Year 1993 - 2021",t
NR0103ENS2010T10NA,Gross fixed capital formation (ESA2010) by industrial classification SNI 2007 and type of asset.  Year 1980 - 2021,t
NR0103ENS2010T12NA,Government gross fixed capital formation (ESA2010) by function COFOG.  Year 1993 - 2021,t
NR0103ENS2010T13NA,Supply and use (ESA2010) by product group SPIN 2007.  Year 2015 - 2021,t
NR0103T01BNAr,"GDP: expenditure approach by type of use, aggregated.  Year 1950 - 2021",t
NR0103ENS2010T07NA,Labour input (ESA2010) by industrial classification SNI 2007.   Year 1980 - 2022,t
NR0103ENS2010T09NA,"Output, intermediate consumption and value added (ESA2010) by industrial classification SNI 2007 and transaction item.  Year 1980 - 2021",t
NR0103ENS2010T11NA,"Stocks of fixed assets, net, January 1st each year (ESA2010) by industrial classification SNI 2007 and type of asset.  Year 1993 - 2021",t
NR0103ENS2010T23NA,Labour costs (ESA2010) by industrial classifcation SNI 2007.  Year 1980 - 2021,t
NR0103ENS2010T03NAN,Household consumption expenditure (ESA2010) by purpose COICOP. Year 2021,t
SektorENS2010ArKeyIn,"Key indicators for income growth, savings ratio, debt ratio, interest ratio by sector and indicator. Year 1950 - 2023",t
SektorENS2010Ar,"Institutional non-financial sector accounts (ESA2010), current prices, SEK million. Year 1950 - 2023",t
SektorENS2010ArBR,"Balance sheets (ESA2010), end of year, net, current prices in SEK million by institutional sector and type of assets. Year 1980 - 2022",t
PensionENS2010Ar,"Pensions (ESA2010), by pensionscheme and item. Year 2012 - 2021",t
NR0103ENS10SnabbStat,"National accounts, GDP (ESA2010), change in volume. Quarter 1993K1 - 2023K4",t
NR0103ENS2010BNPInd,"National accounts, GDP indicator (ESA2010), change in volume . Quarter 2016K1 - 2024K1",t
PVI2015FastM07,"Production Value Index (PVI). Chain index, 2021=100, by industrial classification NACE Rev.2. Month 2010M01 - 2024M03",t
PVI2015FastKv,"Production Value Index (PVI). Chain index, 2021=100, by industrial classification NACE Rev.2. Quarter 2010K1 - 2024K1",t
LPVI2015FastKv,"Inventory adjusted Production Value Index (PVI). Chain index, 2021=100, by industrial classification NACE Rev.2. Quarter 2015K1 - 2024K1",t
PVI2015FastAr,"Production Value Index (PVI). Chain index, 2015=100, by industrial classification NACE Rev.2. Year 2010 - 2018",t
PVIB2010FastM,"Production Value Index (PVI). Chain index, 2015=100. Construction. Month 1994M01 - 2018M09",t
NSEBasfaktaFEngs07,Enterprise unit - Basic data enterprises according to Structural Business Statistics by NACE Rev. 2. Year 2022,t
NSEBasStklFEngs07,Enterprise unit - Basic data enterprises according to Structural Business Statistics by NACE Rev. 2 and size class. Year 2022,t
NSERRFEngs07,Enterprise unit - Income statement according to Structural Business Statistics by NACE Rev. 2. Year 2022,t
